job_href|job_title|employer|city|salary|schedule|conditions|responsibilities|education|experience|requirements|placement|job_views_value|job_simple_dis_sec
https://joblab.ru/vac10701686.html|Консультант 1С|"ООО ""ПЛАСТИК ОН ЛАЙН"""|Красноармейск|от 70 000 руб.|Полный рабочий день|5/2 по ТК, работа в офисе, удаленно не рассматривается.|Осуществлять сопровождение сотрудников компании в работе с 1С.ERP по широкому кругу вопросов., Осуществлять работу с 1С.ERP в вопросах внесения различного рода данных (номенклатура, контрагент, произв.спецификации и т.п.)., Решение возникающих проблем как собственными силами, так и силами подрядчика.|Высшее|От 1 года|Опыт работы в 1С.ERP или 1С.Предприятие., Готовность к изучению широкого круга вопросов, касающихся специфики работы предприятия|18.10.2023 09:05:00|42|
https://joblab.ru/vac11206332.html|1С программист (Middle)|КСК-Эксперт|Белгород|200 000 — 250 000 руб.|Полный рабочий день|Мы ищем опытных разработчиков 1С с релокацией в г Обнинск (90 км от Москвы). , Преимущества работы у нас:, Работа в крупной компании - лидере на российском рынке смазочных материалов., Трудоустройство в аккредитованном ИТ-подразделении, все преимущества аккредитованной ИТ-компании., Участие в масштабном проекте внедрения 1С:ERP в крупом промышленном предприятии., Возможность разрабатывать новый функционал и дорабатывать конфигурации 1С:УПП, 1С:ЗУП, а затем ERP., Мы предлагаем:, Белая заработная плата до 250 000 рублей., Комфортный офис, оборудованное рабочее место. Гибридный график после испытательного срока., Профессиональный коллектив., Официальное трудоустройство по ТК РФ, все социальные гарантии., Бонусы и скидки на продукцию компании., Место работы: г. Обнинск (компания оплачивает ежемесячную аренду жилья). . , Присоединяйтесь к нашей команде для работы над интересными задачами в области 1С.|Работа с интеграционными решениями между базами 1С и другими системами., Работа в качестве технического эксперта в команде с аналитиками и консультантами, составление технических заданий.|Высшее|От 3 лет|Мы ожидаем:, Опыт работы с конфигурациями 1С:УПП или 1С:ЗУП., Желательно иметь опыт программирования на платформе 1С:ERP., Знание механизмов обмена данными между конфигурациями 1С и другими системами., Умение писать запросы на MS SQL.|18.10.2023 09:04:00|2|
https://joblab.ru/vac10761927.html|Программист 1С|"ООО ""ТехноСервис"""|Фрязино|По договоренности|Гибкий график|Работа с гибким графиком, Официальное оформление|Доработка конфигураций 1С под бизнес-процессы компании (по согласованным заявкам), Стандартный функционал: написание внешних обработок, отчетов, документов, Обновление типовых и настроенных конфигураций 1С, Интеграция с существующими корпоративными системами (с использованием COM/XML/Web-сервисы/ftp), Поддержка и консультирование пользователей, написание инструкций, Работа с неформализованными запросами пользователей (держателями бизнес процессов).|Высшее|От 3 лет||18.10.2023 09:04:00|160|
https://joblab.ru/vac11206331.html|1С программист (Middle)|КСК-Эксперт|Владимир|200 000 — 250 000 руб.|Полный рабочий день|Мы ищем опытных разработчиков 1С с релокацией в г Обнинск (90 км от Москвы). , Преимущества работы у нас:, Работа в крупной компании - лидере на российском рынке смазочных материалов., Трудоустройство в аккредитованном ИТ-подразделении, все преимущества аккредитованной ИТ-компании., Участие в масштабном проекте внедрения 1С:ERP в крупом промышленном предприятии., Возможность разрабатывать новый функционал и дорабатывать конфигурации 1С:УПП, 1С:ЗУП, а затем ERP., Мы предлагаем:, Белая заработная плата до 250 000 рублей., Комфортный офис, оборудованное рабочее место. Гибридный график после испытательного срока., Профессиональный коллектив., Официальное трудоустройство по ТК РФ, все социальные гарантии., Бонусы и скидки на продукцию компании., Место работы: г. Обнинск (компания оплачивает ежемесячную аренду жилья). . , Присоединяйтесь к нашей команде для работы над интересными задачами в области 1С.|Работа с интеграционными решениями между базами 1С и другими системами., Работа в качестве технического эксперта в команде с аналитиками и консультантами, составление технических заданий.|Высшее|От 3 лет|Мы ожидаем:, Опыт работы с конфигурациями 1С:УПП или 1С:ЗУП., Желательно иметь опыт программирования на платформе 1С:ERP., Знание механизмов обмена данными между конфигурациями 1С и другими системами., Умение писать запросы на MS SQL.|18.10.2023 09:03:00|2|
https://joblab.ru/vac10481504.html|Программист 1С Предприятие|Торгово-логистическая компания ДЖИКОМ|Орехово-Зуево|По договоренности|Полный рабочий день|Мы предлагаем работу в стабильной компании. Работа в офисе компании, Оформление по ТК, График 5/2 с 9:00 до 18:00. Возможен следующий график: 1/2 дня в офисе, 1/2 дня удаленный режим работы.|Программное сопровождение конфигураций 1С Предприятие, Участие в полном цикле проектов разработки и внедрения адаптированных решений на базе типовых конфигураций 1С под нужды компании, Разработка отчетов и обработок различной сложности, Модификация и обновление существующих документов, Поддержка и консультация пользователей.|Высшее|От 3 лет|Высшее образование (желательно техническое), Опыт профессионального программирования на платформе 1С Предприятие, Готовность и умение решать сложные задачи и добиваться результата, Аналитический склад ума и высокая скорость мышления, Желание развиваться в сфере программирования и внедрения программных решений.|18.10.2023 09:03:00|28|
https://joblab.ru/vac11206330.html|1С программист (Middle)|КСК-Эксперт|Рязань|200 000 — 250 000 руб.|Полный рабочий день|Мы ищем опытных разработчиков 1С с релокацией в г Обнинск (90 км от Москвы). , Преимущества работы у нас:, Работа в крупной компании - лидере на российском рынке смазочных материалов., Трудоустройство в аккредитованном ИТ-подразделении, все преимущества аккредитованной ИТ-компании., Участие в масштабном проекте внедрения 1С:ERP в крупом промышленном предприятии., Возможность разрабатывать новый функционал и дорабатывать конфигурации 1С:УПП, 1С:ЗУП, а затем ERP., Мы предлагаем:, Белая заработная плата до 250 000 рублей., Комфортный офис, оборудованное рабочее место. Гибридный график после испытательного срока., Профессиональный коллектив., Официальное трудоустройство по ТК РФ, все социальные гарантии., Бонусы и скидки на продукцию компании., Место работы: г. Обнинск (компания оплачивает ежемесячную аренду жилья). . , Присоединяйтесь к нашей команде для работы над интересными задачами в области 1С.|Работа с интеграционными решениями между базами 1С и другими системами., Работа в качестве технического эксперта в команде с аналитиками и консультантами, составление технических заданий.|Высшее|От 3 лет|Мы ожидаем:, Опыт работы с конфигурациями 1С:УПП или 1С:ЗУП., Желательно иметь опыт программирования на платформе 1С:ERP., Знание механизмов обмена данными между конфигурациями 1С и другими системами., Умение писать запросы на MS SQL.|18.10.2023 09:03:00|2|
https://joblab.ru/vac10555344.html|Специалист технической поддержки|"ООО ""Тесла Связь"""|Коломна|35 000 — 50 000 руб.|Полный рабочий день|График работы 5/2, в офисе г. Коломна, Дружный молодой коллектив, перспективы профессионального, карьерного и финансового роста, Адекватное руководство, индивидуальный подход к каждому сотруднику, Уровень дохода обсуждается с кандидатом на собеседовании в зависимости от стартовых навыков. Гарантирован рост дохода в зависимости от скорости обучения.|Техническая поддержка и консультация клиентов, регистрация и классификация заявок, полученных по различным каналам: телефон, электронная почта. Удаленное решение проблем, Подготовка и настройка телематического оборудования, Мониторинг работы ИТ- оборудования, Подготовка и актуализация инструкций для клиентов и для внутреннего пользования, Взаимодействие со специалистами других отделов и подразделений в рамках решения обращений клиентов, Работа в CRM-системах (учет обращений, разбор запросов и т.п.), Ведение технической переписки с поставщиками и заказчиками.|Среднее специальное|От 1 года|Опыт работы от 1 года, Опыт работы в команде технической поддержки, Знание активного сетевого оборудования, стека протоколов TCP/IP, Продвинутый уровень работы в офисных приложениях MS Office, Общее понимание работы компьютерных сетей., Опыт работы на аналогичной должности или около, опыт работы с сетевым оборудованием, монтажа и настройки - преимущество.|18.10.2023 09:02:00|41|
https://joblab.ru/vac10373696.html|Программист 1С|"ООО ""Домком"""|Лосино-Петровский|По договоренности|Полный рабочий день|Официальное оформление., Работа на территории работодателя Московская обл, г.о. Лосино-Петровский., Заработная плата обсуждается на собеседовании., Заработная плата без задержек.|Составление технических заданий на разработку., Разработка с нуля и доработка нетиповых конфигураций 1с по техническим заданиям., Интеграция и обмен между базами данных с использованием платформы 1С: (Технологии КД2.0, ADO, WS, HTTP)., Оптимизация запросов и алгоритмов., Создание обработок, отчетов по техническим заданиям., Работа с высоконагруженными системами, оптимизация программных решений.|Высшее|От 3 лет|Сертификат специалист по платформе 1С 8.3 (или наличие соответствующих знаний, либо планируете получить сертификат)., Знание основ отражения производственных процессов в рамках типовой конфигурации УПП 1.3. (приветствуется)., Опыт создания нетиповых обменов между различными базами данных, в том числе не 1С (приветствуется)., Опыт написания оптимальных запросов в 1С, прямых запросов на T-SQL., Опыт работы с оборудованием чтения и печати штрихкодов в 1С (сканеры, ТСД, принтеры этикеток)., Навык чтения чужого кода, умение разобраться в сложных алгоритмах по коду., Желание участвовать в интересных и сложных проектах., Ответственное отношения к работе.|18.10.2023 09:02:00|294|
https://joblab.ru/vac4012743.html|Инженер-монтажник слаботочных систем|"ООО ""Тесла Связь"""|Коломна|55 000 — 70 000 руб.|Полный рабочий день|"Если ты хочешь работать и зарабатывать, а не тратить время в ""динамично развивающейся"" компании с миллионом глупых правил и требований, получать стабильные деньги за качественную работу, а не рукопожатие и грамоту от директора, если твоя цель - интересные задачи и доход, который позволит жить, а не выживать, если ты устал от работы в ""дружном слаженном"" коллективе со скандалами, интригами, расследованиями, если ты хочешь становиться лучше как профессионал в деле, а не слушать сомнительные лекции с трибун, если тебе надоело, что тобой руководят люди, сами мало понимающие в деле, если ты устал быть расходным материалом для директора с короной на голове:, приходи и пробуй! , Реальная команда профессионалов в области телекоммуникаций готова принять в свой коллектив адекватного сотрудника, обучить тому, что знаем мы и научить зарабатывать деньги своим честным трудом., Работа по всей области., Наличие собственного автомобиля обязательно, инструмент наш, топливо оплачивается."|Монтаж камер видеонаблюдения., Монтаж узлов креплений на опорах освещения., Монтаж термошкафов., Монтаж кабелей связи., Монтаж электрики в ящиках связи., Умение работать с инструментом., График работы и другие условия обсуждаются с каждым кандидатом отдельно., После прохождения обучения и выработки навыков монтажа, возможно повышение до бригадира.|Среднее специальное|От 1 года|"Наличие ""прямых рук""., Желание работать, а не сидеть в офисе возле куллера., Наличие автомобиля обязательно., Отсутствие боязни высоты., Бытовые навыки работы с электроинструментом (перфоратор, шуруповерт)."|18.10.2023 09:02:00|837|
https://joblab.ru/vac10759880.html|Менеджер по развитию|"ООО ""АРТЕЛЬЭКОСТРОЙ"""|Химки|80 000 — 150 000 руб.|Полный рабочий день|, Работа в надежной, стабильной компании (услуги телекоммуникации), Ввод в должность и сопровождение на всех этапах работы (обучим, объясним, подскажем), Комфортный офис в МО г. Химки, Реальные возможности профессионального и финансового роста, Возможность карьерного роста до руководителя отдела развития, зам. руководителя предприятия, руководителя предприятия. Главное - вовлеченность и результат с вашей стороны, График работы 5/2 с 9.00 до 18.00, Оформление по ТК РФ, Полная занятость, полный день, Возможно временное оформление: договор услуг, подряда, ГПХ, самозанятые, ИП, Достойную заработную плату: оклад + %. Подробно обсудим на собеседовании, Оплату ГСМ.|Поиск и привлечение новых клиентов, а также работа с действующей клиентской базой, Продажи корпоративным клиентам, работа с ЖК и Управляющими компаниями, Презентация услуг компании на территории клиента, Подготовка коммерческих предложений и подписание договоров с клиент (ами.9|Высшее|От 2 лет|Требуемый опыт работы: 1-3 года, Полная занятость, полный день, Возможно временное оформление: договор услуг, подряда, ГПХ, самозанятые, ИП, Имеется навыки ведения переговоров, умение слышать клиента и правильно преподнести ценность услуги, Мобильность и возможность самостоятельно встречаться с клиентами, Целеустремленность, инициативность, пунктуальность, нацеленность на результат и позитив, Опыт работы в телекоммуникационной сфере будет плюсом, но не обязателен.|18.10.2023 09:01:00|129|
https://joblab.ru/vac10823629.html|Контент-менеджер|ЧИП и ДИП|Щербинка|от 70 000 руб.|Полный рабочий день|ChipDip это ведущая компания по продаже электронных компонентов, приборов и инструментов. Мы лидеры Digital sales рынка электроники в России. Наш интернет магазин, стабильно входит в Top 100 магазинов России на протяжении многих лет., Наши условия:, Оформление полностью в соответствии с ТК РФ, Весь доход (оклад и переменная часть) является официальным, Современный комфортный офис. Свободная парковка, График работы 5/2.|Что предстоит делать:, Создавать, наполнять и обновлять контент (фото, описание продукции, тех. параметры) в карточках товара и товарных группах, Копирайтинг контента в карточках каталога и разделах товарных групп, Распределять товар по группам каталога, Заполнять базы параметров продукции и настраивать параметрический поиск, Контролировать соответствие контента по содержанию, отнесению к товарной группе и наличию параметрических данных|Высшее|От 2 лет|Что требуется от вас:, Способность работать с большим объемом данных, Опыт и навыки работы с товарным контентом (создание, наполнение), каталогизацией, Знание законов и основных процессов e-commerce, Опыт оптимизации продающих сайтов, Техническая эрудиция, Знания из смежных областей: SEO-оптимизации, копирайтинга, SMM, верстки, редактуры и т. п., Навыки редактирования HTML, работа с шаблонными ошибками, Опыт интеграции по API, создание XML-файлов.|18.10.2023 09:01:00|216|
https://joblab.ru/vac1495413.html|Оператор абонентского отдела/ Кассир|"ООО ""Битрейс Телеком"""|Сергиев Посад|40 000 — 60 000 руб.|Сменный график|График работы: 2/2 с 09:00-21:00., Трудоустройство согласно ТК РФ., Заработная плата: средняя 50 000 т.р. (оклад+KPI). Выплата заработной платы стабильно 2 раза в месяц., Обучение за счет Компании., Корпоративные скидки на услуги домашнего интернета., Новый комфортный офис в г. Сергиев Посад, ул. Серова 9а.|Прием и обработка входящих звонков, заявок, электронных запросов, Исходящие звонки по качеству обслуживания и качеству предоставляемых услуг, Консультация абонентов по услугам Компании, Прием платежей и оформление кассовой документации, Первоначальная техническая помощь, Распределение звонков и заявок на профильных специалистов, Подготовка уведомлений абонентам о плановых работах.|Среднее|Не требуется|Грамотная устная и письменная речь, четкая дикция., Умение работать с возражениями., Ответственность, порядочность, пунктуальность., Знание порядка ведения кассовых операций, кассовой документации., Знание ПК на уровне уверенного пользователя.|18.10.2023 09:01:00|326|
https://joblab.ru/vac5622523.html|Специалист абонентского отдела (техническая поддержка)|"ООО ""Битрейс Телеком"""|Сергиев Посад|40 000 — 60 000 руб.|Сменный график|График работы: 2/2 (с 10:00 до 22:00), Трудоустройство согласно ТК РФ, Заработная плата: средняя 50 000 т.р (оклад + KPI). Выплата заработной платы стабильно 2 раза в месяц, Обучение за счет Компании, Корпоративные скидки на услуги домашнего интернета, Комфортный офис в г. Сергиев Посад, ул. Серова 9а.|Прием и обработка входящих звонков, заявок от абонентов, Консультация абонентов по услугам, Первичная техническая помощь по диагностике неполадок, Распределение звонков и заявок на специалистов технической поддержки, Исходящие звонки по качеству обслуживания и качеству предоставляемых услуг.|Среднее специальное|Не требуется|Грамотная устная и письменная речь, четкая дикция, Корректность, ответственность, Умение быстро усваивать новую информацию, осваивать технические знания, Знание ПК и операционных систем (Windows) на уровне уверенного пользователя.|18.10.2023 09:01:00|366|
https://joblab.ru/vac10659245.html|Специалист по информационным технологиям|"ООО ""БИГ"""|ЛМС|до 88 000 руб.|Полный рабочий день|"Оформление по ТК РФ с первого рабочего дня, Полностью ""белая"" заработная плата, стабильные выплаты два раза в месяц, График работы: пн.-пт. с 8-00 до 17-00, Место работы: г. Москва, Вороновское поселение, вблизи п. ЛМС (корпоративный транспорт из г. Подольска, г. Троицка, п. Рогово, с. Кленово, п. Шишкин Лес)."|Администрирование, эксплуатация и развитие серверной инфраструктуры, Администрирование сетевой инфраструктуры, систем резервного копирования, систем виртуализации, видеонаблюдения, СКУД, IP телефонии, антивирусных систем систем мониторинга Zabbix, Техническая поддержка и консультация пользователей.|Высшее|От 3 лет|Опыт работы в сфере ИТ на должностях: ИТ-специалист/ специалист Helpdesk/Инженер от 3 лет, Твердые знания операционных систем семейства Windows, стандартного офисного программного обеспечения, 1С, умение решать связанные с ними проблемы, Знание аппаратной части персональных компьютеров, серверных платформ, оргтехники, терминалов сбора данных (конфигурирование, обслуживание, диагностика неисправностей, блочный ремонт), Администрирование DNS, DHCP, доменов, групповых политик, Знания основ сетевых технологий и принципов коммутации, беспроводных сетей, телефонных сетей, VPN, Знание операционных систем семейства Linux, Хорошие коммуникативные навыки, желание помочь сотрудникам в решении возникающих проблем, готовность к интенсивной работе., Личностные качества: аналитический склад ума, стрессоустойчивость, трудолюбие, высокая работоспособность, нацеленность на результат, организованность.|18.10.2023 09:00:00|150|
https://joblab.ru/vac10659248.html|Специалист по информационным технологиям|"ООО ""БИГ"""|Кленово|до 88 000 руб.|Полный рабочий день|"Оформление по ТК РФ с первого рабочего дня, Полностью ""белая"" заработная плата, стабильные выплаты два раза в месяц, График работы: пн.-пт. с 8-00 до 17-00, Место работы: г. Москва, Вороновское поселение, вблизи п. ЛМС (корпоративный транспорт из г. Подольска, г. Троицка, п. Рогово, с. Кленово, п. Шишкин Лес)."|Администрирование, эксплуатация и развитие серверной инфраструктуры, Администрирование сетевой инфраструктуры, систем резервного копирования, систем виртуализации, видеонаблюдения, СКУД, IP телефонии, антивирусных систем систем мониторинга Zabbix, Техническая поддержка и консультация пользователей.|Высшее|От 3 лет|Опыт работы в сфере ИТ на должностях: ИТ-специалист/ специалист Helpdesk/Инженер от 3 лет, Твердые знания операционных систем семейства Windows, стандартного офисного программного обеспечения, 1С, умение решать связанные с ними проблемы, Знание аппаратной части персональных компьютеров, серверных платформ, оргтехники, терминалов сбора данных (конфигурирование, обслуживание, диагностика неисправностей, блочный ремонт), Администрирование DNS, DHCP, доменов, групповых политик, Знания основ сетевых технологий и принципов коммутации, беспроводных сетей, телефонных сетей, VPN, Знание операционных систем семейства Linux, Хорошие коммуникативные навыки, желание помочь сотрудникам в решении возникающих проблем, готовность к интенсивной работе., Личностные качества: аналитический склад ума, стрессоустойчивость, трудолюбие, высокая работоспособность, нацеленность на результат, организованность.|18.10.2023 09:00:00|126|
https://joblab.ru/vac10659249.html|Специалист по информационным технологиям|"ООО ""БИГ"""|Красная Пахра|до 88 000 руб.|Полный рабочий день|"Оформление по ТК РФ с первого рабочего дня, Полностью ""белая"" заработная плата, стабильные выплаты два раза в месяц, График работы: пн.-пт. с 8-00 до 17-00, Место работы: г. Москва, Вороновское поселение, вблизи п. ЛМС (корпоративный транспорт из г. Подольска, г. Троицка, п. Рогово, с. Кленово, п. Шишкин Лес)."|Администрирование, эксплуатация и развитие серверной инфраструктуры, Администрирование сетевой инфраструктуры, систем резервного копирования, систем виртуализации, видеонаблюдения, СКУД, IP телефонии, антивирусных систем систем мониторинга Zabbix, Техническая поддержка и консультация пользователей.|Высшее|От 3 лет|Опыт работы в сфере ИТ на должностях: ИТ-специалист/ специалист Helpdesk/Инженер от 3 лет, Твердые знания операционных систем семейства Windows, стандартного офисного программного обеспечения, 1С, умение решать связанные с ними проблемы, Знание аппаратной части персональных компьютеров, серверных платформ, оргтехники, терминалов сбора данных (конфигурирование, обслуживание, диагностика неисправностей, блочный ремонт), Администрирование DNS, DHCP, доменов, групповых политик, Знания основ сетевых технологий и принципов коммутации, беспроводных сетей, телефонных сетей, VPN, Знание операционных систем семейства Linux, Хорошие коммуникативные навыки, желание помочь сотрудникам в решении возникающих проблем, готовность к интенсивной работе., Личностные качества: аналитический склад ума, стрессоустойчивость, трудолюбие, высокая работоспособность, нацеленность на результат, организованность.|18.10.2023 09:00:00|131|
https://joblab.ru/vac10659250.html|Специалист по информационным технологиям|"ООО ""БИГ"""|Подольск|до 88 000 руб.|Полный рабочий день|"Оформление по ТК РФ с первого рабочего дня, Полностью ""белая"" заработная плата, стабильные выплаты два раза в месяц, График работы: пн.-пт. с 8-00 до 17-00, Место работы: г. Москва, Вороновское поселение, вблизи п. ЛМС (корпоративный транспорт из г. Подольска, г. Троицка, п. Рогово, с. Кленово, п. Шишкин Лес)."|Администрирование, эксплуатация и развитие серверной инфраструктуры, Администрирование сетевой инфраструктуры, систем резервного копирования, систем виртуализации, видеонаблюдения, СКУД, IP телефонии, антивирусных систем систем мониторинга Zabbix, Техническая поддержка и консультация пользователей.|Высшее|От 3 лет|Опыт работы в сфере ИТ на должностях: ИТ-специалист/ специалист Helpdesk/Инженер от 3 лет, Твердые знания операционных систем семейства Windows, стандартного офисного программного обеспечения, 1С, умение решать связанные с ними проблемы, Знание аппаратной части персональных компьютеров, серверных платформ, оргтехники, терминалов сбора данных (конфигурирование, обслуживание, диагностика неисправностей, блочный ремонт), Администрирование DNS, DHCP, доменов, групповых политик, Знания основ сетевых технологий и принципов коммутации, беспроводных сетей, телефонных сетей, VPN, Знание операционных систем семейства Linux, Хорошие коммуникативные навыки, желание помочь сотрудникам в решении возникающих проблем, готовность к интенсивной работе., Личностные качества: аналитический склад ума, стрессоустойчивость, трудолюбие, высокая работоспособность, нацеленность на результат, организованность.|18.10.2023 09:00:00|173|
https://joblab.ru/vac10659252.html|Специалист по информационным технологиям|"ООО ""БИГ"""|Троицк|до 88 000 руб.|Полный рабочий день|"Оформление по ТК РФ с первого рабочего дня, Полностью ""белая"" заработная плата, стабильные выплаты два раза в месяц, График работы: пн.-пт. с 8-00 до 17-00, Место работы: г. Москва, Вороновское поселение, вблизи п. ЛМС (корпоративный транспорт из г. Подольска, г. Троицка, п. Рогово, с. Кленово, п. Шишкин Лес)."|Администрирование, эксплуатация и развитие серверной инфраструктуры, Администрирование сетевой инфраструктуры, систем резервного копирования, систем виртуализации, видеонаблюдения, СКУД, IP телефонии, антивирусных систем систем мониторинга Zabbix, Техническая поддержка и консультация пользователей.|Высшее|От 3 лет|Опыт работы в сфере ИТ на должностях: ИТ-специалист/ специалист Helpdesk/Инженер от 3 лет, Твердые знания операционных систем семейства Windows, стандартного офисного программного обеспечения, 1С, умение решать связанные с ними проблемы, Знание аппаратной части персональных компьютеров, серверных платформ, оргтехники, терминалов сбора данных (конфигурирование, обслуживание, диагностика неисправностей, блочный ремонт), Администрирование DNS, DHCP, доменов, групповых политик, Знания основ сетевых технологий и принципов коммутации, беспроводных сетей, телефонных сетей, VPN, Знание операционных систем семейства Linux, Хорошие коммуникативные навыки, желание помочь сотрудникам в решении возникающих проблем, готовность к интенсивной работе., Личностные качества: аналитический склад ума, стрессоустойчивость, трудолюбие, высокая работоспособность, нацеленность на результат, организованность.|18.10.2023 09:00:00|103|
https://joblab.ru/vac10659254.html|Специалист по информационным технологиям|"ООО ""БИГ"""|Шишкин Лес|до 88 000 руб.|Полный рабочий день|"Оформление по ТК РФ с первого рабочего дня, Полностью ""белая"" заработная плата, стабильные выплаты два раза в месяц, График работы: пн.-пт. с 8-00 до 17-00, Место работы: г. Москва, Вороновское поселение, вблизи п. ЛМС (корпоративный транспорт из г. Подольска, г. Троицка, п. Рогово, с. Кленово, п. Шишкин Лес)."|Администрирование, эксплуатация и развитие серверной инфраструктуры, Администрирование сетевой инфраструктуры, систем резервного копирования, систем виртуализации, видеонаблюдения, СКУД, IP телефонии, антивирусных систем систем мониторинга Zabbix, Техническая поддержка и консультация пользователей.|Высшее|От 3 лет|Опыт работы в сфере ИТ на должностях: ИТ-специалист/ специалист Helpdesk/Инженер от 3 лет, Твердые знания операционных систем семейства Windows, стандартного офисного программного обеспечения, 1С, умение решать связанные с ними проблемы, Знание аппаратной части персональных компьютеров, серверных платформ, оргтехники, терминалов сбора данных (конфигурирование, обслуживание, диагностика неисправностей, блочный ремонт), Администрирование DNS, DHCP, доменов, групповых политик, Знания основ сетевых технологий и принципов коммутации, беспроводных сетей, телефонных сетей, VPN, Знание операционных систем семейства Linux, Хорошие коммуникативные навыки, желание помочь сотрудникам в решении возникающих проблем, готовность к интенсивной работе., Личностные качества: аналитический склад ума, стрессоустойчивость, трудолюбие, высокая работоспособность, нацеленность на результат, организованность.|18.10.2023 09:00:00|104|
