|job_href|job_title|employer|city|salary|schedule|conditions|responsibilities|education|experience|requirements|placement|job_views_value|job_simple_dis_sec
44|https://joblab.ru/vac10838295.html|Аналитик стажер- удаленно|"ООО ""Центр Независимых Технологий Плюс"""|Тверь|от 25 000 руб.|Полный рабочий день|"В ИТ-компанию в связи с расширением требуются сотрудники на вакантную должность ""Аналитик стажер"":, График в рамках 8 часовой 5 дневной рабочей недели., Полностью удаленный режим работы, Обучение и всесторонняя поддержка руководителем проекта. , Возможен карьерный рост по результатам работы., Оформление по ТК РФ."|Проверка приходящих отчетов от партнеров компании, Анализ данных на корректность предоставления|Среднее|Не требуется|Умение вести телефонные переговоры , Образование: среднее, Рассматриваем студентов последних курсов ВУЗов, проводим дополнительное обучение с успешными кандидатами, Коммуникабельность, ответственность, желание обучаться и зарабатывать.|17.10.2023 12:39:00|37|
45|https://joblab.ru/vac10838300.html|Аналитик - удаленно|"ООО ""Центр Независимых Технологий Плюс"""|Ярославль|27 500 — 40 000 руб.|Полный рабочий день|"В ИТ-компанию в связи с расширением требуются сотрудники на вакантную должность ""Аналитик"":, График в рамках 8 часовой 5 дневной рабочей недели., Обучение и всесторонняя поддержка руководителем проекта. , Возможен карьерный рост по результатам работы., Оформление по ТК РФ."|Проверка приходящих отчетов от партнеров компании, Анализ данных на корректность предоставления, Связь с ответственными по внесению исправлений., Составление рецензий и аналитических записок., Отчетность.|Среднее|Не требуется|Умение вести телефонные переговоры , Работа с большим объемом информации., Знание EXСEL, Проверка знаний EXCEL на собеседовании (функции (ВПР, ЕСЛИ, СУММЕСЛИ), сводные таблицы), Образование: среднее, Рассматриваем студентов последних курсов ВУЗов, проводим дополнительное обучение с успешными кандидатами, Коммуникабельность, ответственность, желание обучаться и зарабатывать.|17.10.2023 12:39:00|48|
46|https://joblab.ru/vac10838302.html|Младший аналитик - удаленно|"ООО ""Центр Независимых Технологий Плюс"""|Ярославль|от 25 000 руб.|Полный рабочий день|"В ИТ-компанию в связи с расширением требуются сотрудники на вакантную должность ""Младший аналитик"":, График в рамках 8 часовой 5 дневной рабочей недели., Полностью удаленный режим работы, Обучение и всесторонняя поддержка руководителем проекта. , Возможен карьерный рост по результатам работы., Оформление по ТК РФ."|Проверка приходящих отчетов от партнеров компании, Анализ данных на корректность предоставления, Связь с ответственными по внесению исправлений.|Среднее|Не требуется|Умение вести телефонные переговоры , Знание EXСEL приветствуется, Образование: среднее, Рассматриваем студентов последних курсов ВУЗов, проводим дополнительное обучение с успешными кандидатами, Коммуникабельность, ответственность, желание обучаться и зарабатывать.|17.10.2023 12:39:00|49|
47|https://joblab.ru/vac10838303.html|Младший аналитик - удаленно|"ООО ""Центр Независимых Технологий Плюс"""|Ярославль|от 25 000 руб.|Полный рабочий день|"В ИТ-компанию в связи с расширением требуются сотрудники на вакантную должность ""Младший аналитик"":, График в рамках 8 часовой 5 дневной рабочей недели., Полностью удаленный режим работы, Обучение и всесторонняя поддержка руководителем проекта. , Возможен карьерный рост по результатам работы., Оформление по ТК РФ."|Проверка приходящих отчетов от партнеров компании, Анализ данных на корректность предоставления, Связь с ответственными по внесению исправлений.|Среднее|Не требуется|Умение вести телефонные переговоры , Знание EXСEL приветствуется, Образование: среднее, Рассматриваем студентов последних курсов ВУЗов, проводим дополнительное обучение с успешными кандидатами, Коммуникабельность, ответственность, желание обучаться и зарабатывать.|17.10.2023 12:39:00|28|
48|https://joblab.ru/vac10838304.html|Аналитик стажер- удаленно|"ООО ""Центр Независимых Технологий Плюс"""|Ярославль|от 25 000 руб.|Полный рабочий день|"В ИТ-компанию в связи с расширением требуются сотрудники на вакантную должность ""Аналитик стажер"":, График в рамках 8 часовой 5 дневной рабочей недели., Полностью удаленный режим работы, Обучение и всесторонняя поддержка руководителем проекта. , Возможен карьерный рост по результатам работы., Оформление по ТК РФ."|Проверка приходящих отчетов от партнеров компании, Анализ данных на корректность предоставления|Среднее|Не требуется|Умение вести телефонные переговоры , Образование: среднее, Рассматриваем студентов последних курсов ВУЗов, проводим дополнительное обучение с успешными кандидатами, Коммуникабельность, ответственность, желание обучаться и зарабатывать.|17.10.2023 12:39:00|38|
49|https://joblab.ru/vac1786146.html|Специалист (оператор) контакт-центра|Группа компаний AltegroSky|Щелково|от 32 000 руб.|Сменный график|Возможны два варианта графика работы: дневные смены 2х2, с 10-00 до 22-00 и ночные смены 2х2, с 22-00 до 10-00. На период обучения - пятидневная рабочая неделя с 09-00 до 18-00 суббота, воскресение - выходные дни (1-2 недели)., Выплата заработной платы два раза в месяц на зарплатную карту. Сумма заработной платы указана на руки (оклад + переменная часть после испытательного срока). Полное соблюдение ТК РФ., Оформление медицинского полиса ДМС после 6 месяцев работы ., Молодой, дружный коллектив., Гарантируется обучение., Место работы - Московская область, Щелковский район, д. Долгое Ледово, Центр Космической Связи Медвежьи Озера (ОКБ МЭИ)., Просьба обращать внимание -офис находится в удаленности от остановки общественного транспорта 1, 5 км.|Прием обращений клиентов, Регистрация обращений в базе данных, Информирование клиентов, Обработка, эскалация обращений клиентов, Консультация клиентов|Среднее специальное|Не требуется|Желателен опыт работы в call-центрах, контакт-центрах, справочно-информационных службах (возможно без опыта)., Продвинутый пользователь ПК., Коммуникабельность, стрессоустойчивость, грамотная речь.|17.10.2023 12:33:00|87|
50|https://joblab.ru/vac2709605.html|Специалист контакт-центра|Группа компаний AltegroSky|Щелково|от 32 000 руб.|Полный рабочий день|Пятидневная рабочая неделя с 09-00 до 18-00 суббота, воскресение - выходные дни., Выплата заработной платы два раза в месяц на зарплатную карту. Полное соблюдение ТК РФ., Оформление медицинского полиса ДМС после 6 месяцев работы ., Молодой, дружный коллектив., Гарантируется обучение., Место работы - Московская область, Щелковский район, д. Долгое Ледово, Центр Космической Связи Медвежьи Озера (ОКБ МЭИ), офис находится в удаленности от остановки общественного транспорта 1, 5 - 2 км.)|Прием обращений клиентов, Регистрация обращений в базе данных, Информирование клиентов, Обработка, эскалация обращений клиентов, Консультация клиентов|Среднее специальное|Не требуется|Желателен опыт работы в call-центрах, контакт-центрах, справочно-информационных службах (возможно без опыта)., Продвинутый пользователь ПК., Коммуникабельность, стрессоустойчивость, грамотная речь., Желательно наличие а/м|17.10.2023 12:33:00|70|
51|https://joblab.ru/vac2766473.html|Инженер по разработке новых продуктов и решений|Группа компаний AltegroSky|Щелково|от 92 000 руб.|Полный рабочий день|"Пятидневная рабочая неделя., После прохождения испытательного срока, возможен удаленный режим работы, с присутствием в офисе 1 - 2 раза в неделю. , Полное соблюдение ТК РФ., Рабочий день с 9.00 до 18.00. Суббота, воскресенье - выходной. Ежегодный отпуск 28 календарных дней. , Испытательный срок 3 месяца. ДМС после 6 месяцев работы., 100% ""белая"" ЗП - оклад + премии. Размер ежемесячного вознаграждения определяется по результатам собеседования и зависит от подтвержденной квалификации, стажа работы в отрасли, практических навыков., Дружный коллектив. Повышение квалификации., Место работы - Московская область, Щелковский район, деревня Долгое Ледово, Центр Космической Связи Медвежьи Озера (ОКБ МЭИ)., Проезд по Щелковскому шоссе (12 км от МКАД)"|Подготовка калькуляции, спецификаций и технических схем на этапе предпродажного взаимодействия с клиентом., Подготовка технического решения для нестандартных запросов, запрос поставщиков, подготовка описаний технических решений, калькуляции и схем связи., Ведение переговоров с заказчиком на этапе уточнения технического задания и выбора технического решения., Организация и проведение тестирования нестандартных решений на этапе предпродажной обработки проекта., Получение или написание протоколов тестирования и рекомендации о возможности коммерческого использования услуги., Передача нестандартного решения в службу эксплуатации и технической поддержки., Поддержка и актуализация документации по стандартным продуктам и услугам (Sales-book) для поддержки Отдела продаж., Разработка и тестирование новых продуктов и услуг., Подготовка документации по новым продуктам и услугам компании для поддержки отдела продаж., Участие во внедрении новых продуктов и услуг в компании, в том числе, путем изменения организационных процессов с использованием современных технологий управления., Обучение и консультации подразделений, взаимодействующих при продаже, настройке и сопровождению новых решений, продуктов и услуг., Подготовка отчетов о выполненной работе|Высшее|От 3 лет|Высшее образование в области связи/телекоммуникаций, Опыт работы в телекоммуникационной компании от 3 лет, Понимание принципов, знание технологий и оборудования спутниковой связи VSAT приветствуется., Глубокие знания сетевых технологий (маршрутизация, коммутация, классовая и безклассовая адресация ipv4, сетевые модели OSI и DOD {TCP/IP})., Опыт проектирования и настройки локальных или магистральных сетей, опыт настройки сетевого оборудования (желательно cisco, mikrotik, juniper, huawei или любых других вендоров, но операторского класса)., Приветствуются знания в области voip, туннелировании и шифровании трафика, беспроводной передачи данных (wifi, lte, etc)., Широкий кругозор в области связи, в том числе в областях технологий передачи голосовой информации, систем видеонаблюдения, беспроводных технологий, Знание английского языка на уровне чтения технической литературы, Ответственность, самоорганизованность, умение работать в команде|17.10.2023 12:33:00|114|
52|https://joblab.ru/vac3945160.html|Инженер технической поддержки клиентов спутниковой связи|Группа компаний AltegroSky|Щелково|от 45 000 руб.|Полный рабочий день|"График работы 2/2: 12-ти часовой рабочий день с 08.00 до 20.00, выходные согласно графику сменности, График работы 5/2: 8-ми часовой рабочий день с 09:00 до 18:00, выходные суббота и воскресенье., Полное соблюдение ТК РФ., 100% ""белая"" ЗП - оклад + ежемесячные премии после испытательного срока., Размер ежемесячного вознаграждения определяется по результатам собеседования и зависит от подтвержденной квалификации, стажа работы в отрасли, практических навыков., Испытательный срок 3 месяца., Место работы - Московская область, Щелковский район, д. Долгое Ледово, Центр Космической Связи Медвежьи Озера (ОКБ МЭИ), Гарантируется обучение."|Опыт работы в технической поддержке, Опыт общения с клиентами, Грамотная речь, Умение работать в команде, Знание модели OSI, Знание стек протоколов ТСР/IP, Знание основ маршрутизации, Знание принципов широкополосного доступа, Опыт работы с IP-сетями, Знания протоколов передачи данных, Знание английского языка (технический) - приветствуется, Приветствуется знание основ передачи голосовых данных VoIP, Приветствуется знание основ радиосвязи, линейки оборудования Hughes, iDirect, Gilat, Newtec, Comtech|Высшее|От 1 года|Опыт работы в технической поддержке, Опыт общения с клиентами, Грамотная речь, Умение работать в команде, Знание модели OSI, Знание стек протоколов ТСР/IP, Знание основ маршрутизации, Знание принципов широкополосного доступа, Опыт работы с IP-сетями, Знания протоколов передачи данных, Знание английского языка (технический) - приветствуется, Приветствуется знание основ передачи голосовых данных VoIP, Приветствуется знание основ радиосвязи, линейки оборудования Hughes, iDirect, Eastar, Newtec, Приветствуется знания GNU/Linux и Unix систем.|17.10.2023 12:33:00|63|
53|https://joblab.ru/vac4029062.html|Специалист (оператор) контакт-центра (ночные смены)|Группа компаний AltegroSky|Щелково|от 32 000 руб.|Сменный график|График работы: ночные смены 2х2, с 22-00 до 10-00. На период обучения - пятидневная рабочая неделя с 09-00 до 18-00 суббота, воскресение - выходные дни (1-2 недели)., Испытательный срок 3 месяца., Выплата заработной платы два раза в месяц на зарплатную карту. Полное соблюдение ТК РФ., Оформление медицинского полиса ДМС после 6 месяцев работы ., Молодой, дружный коллектив., Гарантируется обучение., Место работы - Московская область, Щелковский район, д. Долгое Ледово, Центр Космической Связи Медвежьи Озера (ОКБ МЭИ), офис находится в удаленности от остановки общественного транспорта 1, 5 - 2 км.)|Прием обращений клиентов, Регистрация обращений в базе данных, Информирование клиентов, Обработка, эскалация обращений клиентов, Консультация клиентов|Среднее специальное|Не требуется|Желателен опыт работы в call-центрах, контакт-центрах, справочно-информационных службах (возможно без опыта)., Продвинутый пользователь ПК., Коммуникабельность, стрессоустойчивость, грамотная речь.|17.10.2023 12:33:00|449|
54|https://joblab.ru/vac10412691.html|Инженер отдела оперативного управления сетью|Группа компаний AltegroSky|Щелково|от 65 000 руб.|Полный рабочий день|"Полное соблюдение ТК РФ., 100% ""белая"" ЗП - оклад + ежемесячные премии после испытательного срока., Размер ежемесячного вознаграждения определяется по результатам собеседования и зависит от подтвержденной квалификации, стажа работы в отрасли, практических навыков., Испытательный срок 3 месяца., Место работы - Московская область, Щелковский район, д. Долгое Ледово, Центр Космической Связи Медвежьи Озера (ОКБ МЭИ)."|техническая эксплуатация сети спутниковой связи на различном оборудовании, выполнение заявок по изменению конфигураций станций, дистанционная помощь в настройке антенны, прием в эксплуатацию спутниковых каналов, мониторинг работоспособности центральной станции, каналов передачи данных, работа с инструкциями для клиентов по настройке оборудования, сопровождение установок станций спутниковой связи, включая станции на подвижных объектах, решение возникающих проблем с клиентами по вопросам установки спутниковых терминалов.|Высшее|От 1 года|уверенные знания сетевых технологий и опыт работы с IP сетями передачи данных: протоколов передачи данных, стека протоколов ТСР/IP, основ маршрутизации, приветствуются навыки работы с оборудованием Cisco, Mikroti и тд., желательно знание оборудования Hughes, Eastar, Newtec, Gilat, Comtech, iDirect и т.д, приветствуется знание радиочастотного оборудования, опыт работы с ним, приветствуется знание основ передачи голосовых данных VoIP, желательно знание английского языка (технический) на уровне пользователя, коммуникабельность, обучаемость, умение работать в команде, стрессоустойчивость при общении с клиентами по телефону, ведение деловой переписки.|17.10.2023 12:33:00|239|
55|https://joblab.ru/vac10476295.html|Инженер отдела инсталляций|Группа компаний AltegroSky|Щелково|от 60 000 руб.|Полный рабочий день|"Пятидневная рабочая неделя. Полное соблюдение ТК РФ., Рабочий день с 9.00 до 18.00. Суббота, воскресенье - выходной. Ежегодный отпуск 28 календарных дней. Испытательный срок 3 месяца. ДМС после 6 месяцев работы., 100% ""белая"" заработная плата - оклад + премии + командировочные. Размер ежемесячного вознаграждения определяется по результатам собеседования и зависит от подтвержденной квалификации, стажа работы в отрасли, практических навыков., Дружный коллектив. Повышение квалификации., Место работы - Московская область, Щелковский район, деревня Долгое Ледово, Центр Космической Связи Медвежьи Озера (ОКБ МЭИ). Проезд по Щелковскому шоссе (12 км от МКАД), Проведение внутреннего обучения."|Монтаж, ремонт и техническое обслуживание удаленных земных станций спутниковой связи (антенн диаметром от 1, 2 до 5м.) по всей территории РФ., Помощь в эксплуатации, обслуживании и ремонте центральных ЗССС телепорта: антенно-фидерные устройства, передающее и приемное оборудование, системы контроля, сопутствующее оборудование антенных систем., Проведение радиоизмерений, расчетов радиолиний и ведение технической документации., Подготовка и выходной контроль различного типа оборудования перед отправкой к клиенту., Тестирование оборудования, поступившего от клиентов.|Высшее|От 1 года|Высшее техническое образование., Опыт работы в сфере телекоммуникаций., Желательно знание СВЧ оборудования Comtech, Newtec, Paradise Datacom, Xicom, Hughes, IDirect, Gilat. Опыт в установке и настройке спутниковых антенн различных производителей., Базовые знания основ радиосвязи, понимание электронных схем, расчета радиолиний., Базовые знания построения наземной инфраструктуры., Навыки работы с измерительным оборудованием (анализаторы спектра, измерительные приемники и т.д.)., Готовность к частым командировкам., Уверенный пользователь ПК, знание Microsoft Office., Английский язык (чтение документации)., Готовность и желание к обучению.|17.10.2023 12:33:00|184|
56|https://joblab.ru/vac11011432.html|Менеджер по работе с маркетплейсами|"ООО ""Секоин-Электро"""|Москва|45 000 — 120 000 руб.|Полный рабочий день|В офисе. Оргтехника.|Грамотность MS Office, Работа с большим объемом информации, Составление карточек товара|Среднее|От 1 года|Грамотность компьютерная|17.10.2023 12:31:00|50|
57|https://joblab.ru/vac10525915.html|Монтажник-слаботочник.|"КЦ ""КОНТРАКТ"""|Одинцово|от 60 000 руб.|Полный рабочий день|Место работы Одинцовский р-он., График работы по договоренности: Полная занятость, сменный график, Разъездной характер работы, Оформление по ТК РФ, Корпоративная мобильная связь, З/п (по итогам собеседования) от 60000, Предоставляется бронь.|протяжка и укладка кабельных линий, настройка оборудования и доступа к сети Интернет, монтаж активного оборудования, диагностика и устранение сетевых проблем на участке от активного оборудования до оборудования абонента, помощь пользователям в решении технических вопросов, диагностика и устранение сбоев в работе сети|Среднее специальное|От 1 года|Опыт работы., Желательно наличие авто.|17.10.2023 12:31:00|350|
58|https://joblab.ru/vac11057957.html|Радиомеханик связи|"ООО ""Антарес"""|Серпухов|55 000 — 60 000 руб.|Полный рабочий день|График работы: полная рабочая неделя пн-пт. Оформление по ТК РФ, спецодежда, зарплата без задержек два раза/мес. Хороший коллектив, адекватный руководитель.|Обслуживание и ремонт оборудования кабельного телевидения, выполнение заявок абонентов, подключение и отключение услуг, устранение аварийных ситуаций.|Среднее специальное|Не требуется||17.10.2023 12:30:00|135|
59|https://joblab.ru/vac834685.html|Веб-дизайнер|Мультзавод|Электросталь|от 60 000 руб.|Полный рабочий день|В компанию города Электросталь требуется креативный web-дизайнер., Заработная плата: по результатам собеседования., Испытательный срок: 1 месяц., Работа в команде!, Образование и возраст значения не имеют., Стандартный набор:, опрятный внешний вид, коммуникабельность, мобильность, аккуратность и педантичность в работе, исполнительность, доброжелательность, креативность, инициативность., Профессиональные требования к соискателю:, владение Figma, владение продуктами Adobe (Illustrator, Photoshop, InDesign, etc), Обязанности:, создание дизайн-макетов, верстка дизайн-макетов (как преимущество).|Создание дизайн-макетов, верстка дизайн-макетов (как преимущество).|Среднее|От 1 года|Владение продуктами Adobe (Illustrator, Photoshop, InDesign, etc), владение Figma, наличие портфолио., Опрятный внешний вид, коммуникабельность, мобильность, аккуратность и педантичность в работе, исполнительность, доброжелательность, креативность, инициативность.|17.10.2023 12:25:00|5297|
60|https://joblab.ru/vac885116.html|HTML-верстальщик / PHP-программист|Мультзавод|Электросталь|По договоренности|Полный рабочий день|В стабильную компанию города Электросталь требуется HTML-верстальщик/PHP-программист., Заработная плата: по результатам собеседования., Испытательный срок: 1 месяц., Работа в команде!, Образование и возраст значения не имеют.|HTML-верстка дизайн-макетов, PHP-программирование, корректировка кода.|Среднее|От 1 года|Коммуникабельность, мобильность, аккуратность и педантичность в работе, исполнительность, доброжелательность, креативность, инициативность., Профессиональные требования к соискателю:, владение продуктами ex-Macromedia, уверенные знания PHP, уверенные знания MySQL, Как преимущество:, знания jQuery, Yii, JavaScript, Ajax, XML., МЫ ИЩЕМ ЛЮДЕЙ!|17.10.2023 12:25:00|7648|
61|https://joblab.ru/vac3114872.html|Менеджер по привлечению клиентов (менеджер по продажам)|Мультзавод|Электросталь|до 100 000 руб.|Полный рабочий день|Поиск клиентов, заключение договоров, сопровождение договоров., Работа в IT, Динамичная ниша с возможностью развиваться и зарабатывать!|Если отбросить все лишнее, то требуется продавать сайты и сопутствующие услуги (портфолио работ достойное). Методы работы определяете сами (обзвон клиентов, выезд в бизнес-центры, в компании и на предприятия)., Вы можете предложить клиентам:, 1. разработку сайта-визитки, 2. разработку корпоративного сайта, 3. разработку интернет-магазина, 4. разработку электронного склада, 5. разработку интернет-проекта любой сложности., Если у клиента уже есть сайт:, 1. сопровождение сайта, 2. продвижение сайта, 3. техническая поддержка сайта, 4. реконструкция сайта, 5. редизайн сайта, Если Вы уже работаете рекламным агентом или Ваша деятельность связана с активными продажами, эта работа может стать для Вас существенным источником прибыли.|Среднее|Не требуется|1. уверенное использование ПК, электронной почты, MS Office., 2. опрятный внешний вид, 3. коммуникабельность, мобильность, 4. аккуратность и педантичность в работе, 5. исполнительность, доброжелательность, 6. креативность, инициативность., Если Вы не владеете областью интернет-маркетинга, но желаете попробовать себя, звоните!|17.10.2023 12:25:00|3557|
62|https://joblab.ru/vac1181433.html|Сервис инженер|"ООО ""ОТС"""|Хотьково|от 70 000 руб.|Сменный график|Работа в IT компании (со всеми плюшками от государства), отсрочка от мобилизации, льготная ипотека, График работы: 2/2, Стабильная выплата заработной платы 2 раза в месяц, Оформление в соответствии с Трудовым законодательством, Транспортные расходы за счет компании, Корпоративная связь за счет компании, Корпоративные скидки на услугу домашнего интернета., Оплачиваемое обучение|Выезд к клиенту для решения проблемы с интернетом / телевидением / телефонией, Обследование на возможность подключения., Установка/замена сетевого оборудования, Выполнение технической поддержки линий связи|Среднее|От 1 года|Уверенное знание протокола TCP/IP, Выполнение технической поддержки телекоммуникационного оборудования, Монтаж телекоммуникационного оборудования, Пусконаладочные работы, Обязательно наличие личного транспорта., компенсация ГСМ)|17.10.2023 12:25:00|1361|
63|https://joblab.ru/vac2700658.html|Сварщик ВОЛС|"ООО ""ОТС"""|Хотьково|до 200 000 руб.|Сменный график|Стабильность, надежность и гарантия обязательств со стороны компании. , Поддержка профессионального роста и карьеры сотрудников., Работа в молодом коллективе., Оформление по ТК РФ, оплачиваемый отпуск, больничный лист., Оплата ГСМ|Обязателен опыт работы., Сварка оптоволокна в муфтах (столбы), кроссы (дома)|Среднее|От 1 года|Обязательно наличие и использование личного транспорта|17.10.2023 12:25:00|131|
64|https://joblab.ru/vac5868732.html|Проектировщик|"ООО ""ОТС"""|Хотьково|от 60 000 руб.|Сменный график|Оформление согласно ТК РФ, Сменный график 2/2 с 9.00 до 21.00, Оплата отпуска, больничного.|Разработка проектов и смет по строительству ВОЛС, Проведение обследования объекта для получения исходных данных для проектирования, Выбор тех. решений‚ разработка рабочих чертежей и документации, Согласование разработанной документации со всеми заинтересованными организациями, Взаимодействие с заказчиками по тех. вопросам, Взаимодействие с тех. службами, Руководство работами сотрудников на месте выполнения их наряда с выездом к ним. (Решение возникающих вопросов, подвоз материалов, оборудования, измерительных приборов, контроль работ), Прочие однократные поручения, связанные с деятельностью фирмы.|Среднее специальное|От 1 года|Исполнительность, ответственность, четкость в выполнении поставленных задач., Наличие автомобиля.|17.10.2023 12:25:00|178|
65|https://joblab.ru/vac6242568.html|Специалист технической поддержки провайдера|"ООО ""ОТС"""|Хотьково|от 50 000 руб.|Сменный график|График 2/2 с 09.00-21.00, ЗП после исп. срока: 50000 + квартальные премии по результатам работы + премии , за прием заявок от абонентов + ежегодная индексация, Оформление по ТК РФ, Работа в IT компании (со всеми плюшками от государства), отсрочка от мобилизации, льготная ипотека|Прием звонков, сообщений от абонентов, Диагностика проблем сети, Информирование клиентов по вопросам предоставления услуг, Консультирование клиентов по ТЕХНИЧЕСКИМ ВОПРОСАМ, Прием платежей, проводим стажировку, обучение)|Среднее|Не требуется|Хорошие знания в области интернет технологий., Навыки настройки оконечного абонентского оборудования выделенных линий, Грамотно построенная речь. Умение ясно выражать свои мысли., Клиентоориентированность. Стрессоустойчивость.|17.10.2023 12:25:00|1183|
66|https://joblab.ru/vac10512705.html|Специалист технической поддержки (Сергиев Посад)|"ГК ""ДИКСИ"""|Сергиев Посад|63 700 — 70 000 руб.|Полный рабочий день|Мы предлагаем:, Работу в сильной профессиональной команде, Возможность профессионального и карьерного роста в динамичной отрасли, Социальная защищенность, официальная зарплата, развитая корпоративная культура, Оформление по ТК РФ с первого дня выхода на работу, Полный социальный пакет (оплачиваемый отпуск 28 календарных дней, оплачиваемые больничные), Ежемесячные премии по результатам работы, Полная занятость, пятидневная рабочая неделя с 09.00 до 18.00, Компенсация мобильной связи и топливной карты.|Задачи:, Выездное обслуживание магазинов, выполнение заявок, открытие объектов, Обслуживание ИТ оборудования, работа с ТМЦ, работа с кассовым оборудованием (установка, настройка, замена), мелкий ремонт СКС (Структурированные Кабельные Системы).|Среднее специальное|От 1 года|Пожелания к кандидатам:, Образование не ниже среднего специального (техническое), Уверенный пользователь ПК, базовое администрирование Windows, Умение устанавливать и обслуживать терминалы безналичной оплаты., Готовность к разъездному характеру работы., Территория обслуживания: Сергиев Посад|17.10.2023 12:18:00|92|
