|job_href|job_title|employer|city|salary|schedule|conditions|responsibilities|education|experience|requirements|placement|job_views_value|job_simple_dis_sec
22|https://joblab.ru/vac11206413.html|Инженер по технической поддержке (Системный администратор IT отдела)|"ООО ""Глобал Трак Сервис Пушкино"""|Кашира|от 65 000 руб.|Полный рабочий день|"Открывается новая станция по ремонту и обслуживанию грузовых автомобилей., Место работы: г. Домодедово, мкр-н Белые Столбы. Индустриальный парк ""Южные Врата"", стр. 38, склад 104, График работы 5/2 с 9:00 до 18:00, Столовая на территории предприятия., Оформление по ТК РФ."|Установка на серверы и рабочие станции сетевого программного обеспечения, Конфигурация системы на сервере, Обеспечение интегрирования программного обеспечения на файл-серверах, Поддержание рабочего состояния программного обеспечения сервера и рабочих станций, Регистрация пользователей, назначение идентификаторов и паролей, контроль использования сетевых ресурсов, Обеспечение своевременного копирования и резервирования данных, Участие в восстановлении работоспособности системы при сбоях и выходе из строя сетевого оборудования, Проведение мониторинга сети, разработка предложений по развитию инфраструктуры сети, Выполнение служебных поручений своего непосредственного руководителя.|Среднее|От 1 года|Грамотность, ответственность, исполнительность|18.10.2023 09:32:00|2|
23|https://joblab.ru/vac10863680.html|Программист 1С|"ООО ""Интершина"""|Санкт-Петербург|150 000 — 200 000 руб.|Полный рабочий день|Официальное оформление по ТК РФ, Работа в стабильной компании, Офис в шаговой доступности от ст. м.Обводный канал, Обсуждается гибридный график работы, Заработная плата после испытательного срока 200 000р.|Работа по доработке конфигураций на базе 1С под требования заказчика в режиме совместной разработки, Тестирование и написание инструкций по разработанному функционалу, Проведение установки обновлений конфигураций на платформе 1С, Участие в автоматизации и внедрении готовых информационных систем в различных сферах, проводимых в компании, Разработка и настройка обменов между различными базами данных с использованием типовых механизмов 1С, других вариантов обмена (HTTP, Web -сервисов, ftp и др)|Высшее|От 2 лет|Знание встроенного языка программирования 1С, Знание принципов построения конфигураций на платформе 1С, работы с объектами метаданных, механизмами и подходами к обеспечению функциональной интеграции Знание 1С УТ в части реализации каких-либо из учетных процессов: оперативный учет, управленческий, регламентированный учет, планирование - при использовании типовых механизмов, Наличие опыта участия в проектах автоматизации на базе 1С с применением стандартов разработки 1С, Желателен опыт работы с управляемыми формами, СКД, БСП, RLS, язык запросов, хранилищем разработки, созданием поставок, Желательно наличие сертификатов по 1С, Знание технического английского, Опыт работы с маркированным товаром будет преимуществом., Личные качества: коммуникабельность, исполнительность, дисциплинированность, желание принимать активное участие в развитие компании., Ближайшие крупные проекты, которыми предстоит заниматься отделу:, Адресный склад с динамическим размещением ячеек (внедрение или собственная разработка)работа по интеграции баз (в оперативной контуре для управления торговлей), Синхронизация баз Управление торговлей- бухгалтерия - ЗУП, Автоматизация вопросов по снижению документооборота в группе компаний при работе с закупками, отгрузками.|18.10.2023 09:32:00|115|
24|https://joblab.ru/vac11206412.html|Инженер по технической поддержке (Системный администратор IT отдела)|"ООО ""Глобал Трак Сервис Пушкино"""|Домодедово|от 65 000 руб.|Полный рабочий день|"Открывается новая станция по ремонту и обслуживанию грузовых автомобилей., Место работы: г. Домодедово, мкр-н Белые Столбы. Индустриальный парк ""Южные Врата"", стр. 38, склад 104, График работы 5/2 с 9:00 до 18:00, Столовая на территории предприятия., Оформление по ТК РФ."|Установка на серверы и рабочие станции сетевого программного обеспечения, Конфигурация системы на сервере, Обеспечение интегрирования программного обеспечения на файл-серверах, Поддержание рабочего состояния программного обеспечения сервера и рабочих станций, Регистрация пользователей, назначение идентификаторов и паролей, контроль использования сетевых ресурсов, Обеспечение своевременного копирования и резервирования данных, Участие в восстановлении работоспособности системы при сбоях и выходе из строя сетевого оборудования, Проведение мониторинга сети, разработка предложений по развитию инфраструктуры сети, Выполнение служебных поручений своего непосредственного руководителя.|Среднее|От 1 года|Грамотность, ответственность, исполнительность|18.10.2023 09:32:00|2|
25|https://joblab.ru/vac11206409.html|Инженер по технической поддержке (Системный администратор IT отдела)|"ООО ""Глобал Трак Сервис Пушкино"""|Горки Ленинские|от 65 000 руб.|Полный рабочий день|"Открывается новая станция по ремонту и обслуживанию грузовых автомобилей., Место работы: г. Домодедово, мкр-н Белые Столбы. Индустриальный парк ""Южные Врата"", стр. 38, склад 104, График работы 5/2 с 9:00 до 18:00, Столовая на территории предприятия., Оформление по ТК РФ."|Установка на серверы и рабочие станции сетевого программного обеспечения, Конфигурация системы на сервере, Обеспечение интегрирования программного обеспечения на файл-серверах, Поддержание рабочего состояния программного обеспечения сервера и рабочих станций, Регистрация пользователей, назначение идентификаторов и паролей, контроль использования сетевых ресурсов, Обеспечение своевременного копирования и резервирования данных, Участие в восстановлении работоспособности системы при сбоях и выходе из строя сетевого оборудования, Проведение мониторинга сети, разработка предложений по развитию инфраструктуры сети, Выполнение служебных поручений своего непосредственного руководителя.|Среднее|От 1 года|Грамотность, ответственность, исполнительность|18.10.2023 09:31:00|3|
26|https://joblab.ru/vac11206407.html|Инженер по технической поддержке (Системный администратор IT отдела)|"ООО ""Глобал Трак Сервис Пушкино"""|Видное|от 65 000 руб.|Полный рабочий день|"Открывается новая станция по ремонту и обслуживанию грузовых автомобилей., Место работы: г. Домодедово, мкр-н Белые Столбы. Индустриальный парк ""Южные Врата"", стр. 38, склад 104, График работы 5/2 с 9:00 до 18:00, Столовая на территории предприятия., Оформление по ТК РФ."|Установка на серверы и рабочие станции сетевого программного обеспечения, Конфигурация системы на сервере, Обеспечение интегрирования программного обеспечения на файл-серверах, Поддержание рабочего состояния программного обеспечения сервера и рабочих станций, Регистрация пользователей, назначение идентификаторов и паролей, контроль использования сетевых ресурсов, Обеспечение своевременного копирования и резервирования данных, Участие в восстановлении работоспособности системы при сбоях и выходе из строя сетевого оборудования, Проведение мониторинга сети, разработка предложений по развитию инфраструктуры сети, Выполнение служебных поручений своего непосредственного руководителя.|Среднее|От 1 года|Грамотность, ответственность, исполнительность|18.10.2023 09:31:00|3|
27|https://joblab.ru/vac7640092.html|Программист|"ООО ""ЖИВЫЕ ДИВАНЫ"" (MOON)"|Электросталь|По договоренности|Полный рабочий день|График работы: 5/2 с 09.00 до 18.00., Оформление по ТК РФ., Официальная заработная плата.|Разработка программного обеспечения на языке программирования Delphi с использованием СУБД Oracle и Firebird.|Высшее|От 3 лет|Опыт работы программистом: от 3-ех лет., Знание СУБД Oracle и языка PL/SQL., Знание Delphi и компонент: DevExpress, FastReport, ODAC, FIBPlus., Знание СУБД Firebird - желательно.|18.10.2023 09:31:00|146|
28|https://joblab.ru/vac10139705.html|Программист|"ООО ""ЖИВЫЕ ДИВАНЫ"" (MOON)"|Ногинск|По договоренности|Полный рабочий день|Производственная компания MOON - крупнейший российский производитель мягкой мебели предлагает профессионалам, желающим получить богатый опыт и развитие, стать частью нашей команды., Безупречная репутация компании, социальные гарантии и конкурентная заработная плата делают MOON привлекательным работодателем для профессионалов любого уровня. В связи с развитием компании мы открываем вакансию: ПРОГРАММИСТ., Уровень заработной платы обсуждается с успешным кандидатом., График работы: 5/2 с 09.00 до 18.00., Офис: г. Ногинск (удаленку не рассматриваем)., Оформление по ТК РФ., Официальная заработная плата.|Разработка программного обеспечения на языке программирования Delphi с использованием СУБД Oracle и Firebird.|Высшее|От 3 лет|Опыт работы программистом: от 3-ех лет., Знание СУБД Oracle и языка PL/SQL., Знание Delphi и компонент: DevExpress, FastReport, ODAC, FIBPlus., Знание СУБД Firebird - желательно., Отсутствие частой смены мест работы.|18.10.2023 09:31:00|181|
29|https://joblab.ru/vac10818325.html|Программист 1С|"ООО ""ГЭХ Благоустройство регионы"""|Москва|По договоренности|Полный рабочий день|Работа в крупной развивающейся компании, Официальное трудоустройство согласно ТК РФ, испытательный срок 3 месяца, График работы 5/2, суббота, воскресенье - выходные дни, 8-ми часовой рабочий день, Наличие социального пакета (ДМС после испытательного срока, абонемент в фитнес-клуб), Место работы - г. Москва, ул. Бакунинская, д.71, ближайшие метро - Бауманская, Электрозаводская.|Сопровождение, доработка, обновление доработанных конфигураций 1С:ЗУП КОРП 3.1, 1С:Бухгалтерия КОРП 3., Взаимодействие с внутренними заказчиками для формализации требований, ведение документации, проведение доработок при необходимости., Консультирование сотрудников отдела кадров и бухгалтерии при работе с программами, оказание поддержки при расчете заработной платы, НДФЛ и формировании регламентированной отчетности., Поддержание в актуальном состоянии кадровой и бухгалтерской отчетности, в том числе нестандартной.|Высшее|От 5 лет|Опыт работы более 5 лет, Хорошее знание СКД, опыт разработки печатных форм в сторонних для 1С форматах (MS Word, Open Office), опыт работы с расширениями, Развитые коммуникационные навыки, Наличие сертификатов 1С по конфигурации ЗУП будет преимуществом., Условия:|18.10.2023 09:31:00|113|
30|https://joblab.ru/vac10818337.html|Системный администратор|"ООО ""ГЭХ Благоустройство регионы"""|Москва|По договоренности|Полный рабочий день|Работа в крупной развивающейся компании, Официальное трудоустройство согласно ТК РФ, испытательный срок 3 месяца, График работы 5/2, суббота, воскресенье - выходные дни, 8-ми часовой рабочий день, Наличие социального пакета (ДМС после испытательного срока, абонемент в фитнес-клуб), Место работы - г. Москва, ул. Бакунинская, д.71, ближайшие метро - Бауманская, Электрозаводская.|Обеспечение бесперебойной работы систем и сервисов гетерогенной геораспределенной ИТ-инфраструктуры организации, Участие в программе импортозамещения.|Среднее|Не требуется|Опыт работы более 3 лет на аналогичной позиции, Отличное понимание технологий хранения данных (файловые системы, RAID, LVM, NFS, iSCSI), Понимание принципов работы сетевой модели OSI. Опыт администрирования сетевого оборудования (Mikrotik, Huawei, Eltex), Опыт администрирования OS Windows 7/10+, OS Windows Server 2016/ 2019+ (AD, GPO, DFS, WSUS, RDS/RDP, Hyper-V …), Опыт администрирования Linux от 3 лет (CentOS, Ubuntu, РЕД ОС, служба каталогов, виртуализация), Понимание принципов и опыт администрирования СУБД (MS SQL, MySQL, Postgres и т.д.), Администрирование кластеров БД семейства Postgres SQL, MS SQL, Понимание принципов работы и опыт администрирования серверов с 1С Предприятие (Linux/Windows), Опыт администрирования почтовых серверов (MS Exchange, MDaemon, Postfix), уверенные знания почтовых протоколов (SMTP, IMAP, ActiveSync), Опыт администрирования VoIP телефонии на FreePBX (Asterisk, другое), Опыт администрирования продуктов Лаборатории Касперского, Опыт внедрения и администрирования гетерогенной геораспределенной инфраструктуры, Опыт внедрения, поддержания и мониторинга работоспособности критичных сервисов, Резервное копирование и восстановление данных, Опыт работы с системами управления конфигурациями, Траблшутинг проблем различного уровня (производительность машин и дисковой подсистемы, сеть, доступы), Системный подход и ответственность при решении поставленных задач, Приветствуется знание последних трендов отрасли и российского рынка современных ИТ-продуктов и решений, Базовые знания принципов ITIL/ITSM.|18.10.2023 09:31:00|173|
31|https://joblab.ru/vac11204929.html|Системный администратор|Мосплитка|Подольск|100 000 — 130 000 руб.|Полный рабочий день|Работа в стабильной стремительно развивающейся компании с молодым, приятным и очень квалифицированным коллективом, Офис в г. Подольске, Проспект Юных Ленинцев, 41 (МЦД Силикатная пешком 10 мин или м. Бульвар Дмитрия Донского 8 остановок), Карьерный рост и профессиональное развитие, Корпоративное кафе, Зарплата оклад + премия (обсуждение оклада по итогам собеседования и вашей профессиональной квалификации), График работы - 5/2 с 09.00-18.00 выходные - суббота, воскресенье.|Обязанности:, Поддержка, обеспечение бесперебойной работы IT-инфраструктуры, Внедрение и администрирование сервисов:, Windows Server (8/12/16/19):, AD, DNS, IIS, RDS ферма, 1C кластер сервер + MS SQL, Linux:, Docker, Jira, confluence, Nextcloud, Настройка сетевого оборудования Mikrotik:, DHCP, NAT, Firewall, OSPF, STP, CapsMan, Vlan, L3HW, Vpn, Настройка и администрирование NAS (Asustor, Unraid)., Администрирование гипервизоров Hyper-V, VMware Cloud Director., Техническая поддержка и консультирование пользователей, анализ программных и аппаратных проблем, их устранение., Установка и поддержка систем видеонаблюдения, СКУД., Администрирование виртуальной АТС uiscom., Помощь в настройке банковского ПО, ЭЦП., Будет большим преимуществом:, оптимизация работы MySQL или Nginx при текущих нагрузках, настройка работы гит, поднятие дев сайтов, контейнеров с ними, резервное копирование, опыт построение pipeline для ci cd, запуск процесса с нуля|Среднее специальное|От 3 лет|Аналогичный опыт работы от 3 года|18.10.2023 09:30:00|13|
32|https://joblab.ru/vac11204934.html|Системный администратор|Мосплитка|Москва|100 000 — 130 000 руб.|Полный рабочий день|Работа в стабильной стремительно развивающейся компании с молодым, приятным и очень квалифицированным коллективом, Офис в г. Подольске, Проспект Юных Ленинцев, 41 (МЦД Силикатная пешком 10 мин или м. Бульвар Дмитрия Донского 8 остановок), Карьерный рост и профессиональное развитие, Корпоративное кафе, Зарплата оклад + премия (обсуждение оклада по итогам собеседования и вашей профессиональной квалификации), График работы - 5/2 с 09.00-18.00 выходные - суббота, воскресенье.|Обязанности:, Поддержка, обеспечение бесперебойной работы IT-инфраструктуры, Внедрение и администрирование сервисов:, Windows Server (8/12/16/19):, AD, DNS, IIS, RDS ферма, 1C кластер сервер + MS SQL, Linux:, Docker, Jira, confluence, Nextcloud, Настройка сетевого оборудования Mikrotik:, DHCP, NAT, Firewall, OSPF, STP, CapsMan, Vlan, L3HW, Vpn, Настройка и администрирование NAS (Asustor, Unraid)., Администрирование гипервизоров Hyper-V, VMware Cloud Director., Техническая поддержка и консультирование пользователей, анализ программных и аппаратных проблем, их устранение., Установка и поддержка систем видеонаблюдения, СКУД., Администрирование виртуальной АТС uiscom., Помощь в настройке банковского ПО, ЭЦП., Будет большим преимуществом:, оптимизация работы MySQL или Nginx при текущих нагрузках, настройка работы гит, поднятие дев сайтов, контейнеров с ними, резервное копирование, опыт построение pipeline для ci cd, запуск процесса с нуля|Среднее специальное|От 3 лет|Аналогичный опыт работы от 3 года|18.10.2023 09:30:00|10|
33|https://joblab.ru/vac3905990.html|Менеджер абонентского отдела|"ООО ""Рамтел"""|Раменское|от 33 000 руб.|Сменный график|График работы: 2/2, с 9 до 21|Интернет-провайдеру требуется менеджер по работе с клиентами., Обязанности: заключение договоров с абонентами в офисе, прием и распределение звонков, консультирование абонентов.|Среднее специальное|Не требуется|Ответственность, доброжелательность, исполнительность, стрессоустойчивость. Уверенный пользователь ПК.|18.10.2023 09:30:00|175|
34|https://joblab.ru/vac10818317.html|Специалист технической поддержки|"АНО ""СОЮЗЭКСПЕРТИЗА"" ТПП РФ (SOEX)"|Москва|70 000 руб.|Полный рабочий день|Работа в стабильной компании с хорошей репутацией, дочерней структуре Торгово-промышленной палаты РФ., График работы 5/2 (с 9 до 18 часов), в пятницу до 16.45., Офис в центре Москвы (м. Китай-город, Площадь Революции)., Официальное оформление по ТК РФ, полное соблюдение трудового законодательства., Заработная плата выплачивается 2 раза в месяц без задержек.|"Работа с пользователями АИС ""ЭКСПЕРТИЗА И СЕРТИФИКАЦИЯ"" (функции технической поддержки пользователей, проведение консультаций по вопросам работы в АИС: по телефону, электронной почте, по обращениям, поступающим через АИС)., Сопровождение проведения экспертизы по определению страны происхождения товаров для целей экспорта: мониторинг АИС, регистрация поступающих заявлений на экспертизу, первичная проверка поступающих заявлений по формальным признакам, распределение поступающих заявлений в работу экспертам, контроль соблюдения регламента выполнения экспертизы через АИС, осуществление документооборота по поступающим заявлениям., Работа в АИС, CRM, 1С:Предприятие., Ведение Журналов учета и регистрации обращений., Работа по продвижению Организации и привлечению клиентов на экспертные услуги Организации (формирование баз контактов, формирование коммерческих писем, проведение рассылки предложений, телефонные переговоры с потенциальными клиентами (исходящие звонки и прием входящих обращений)."|Высшее|От 2 лет|Высшее образование (сертификация, проектное управление, таможенное дело, маркетинг/менеджмент)., Опыт работы не менее 1 года., Приветствуется опыт работы в службе технической поддержки электронных систем (например, электронных торговых площадок, электронных государственных или негосударственных систем и баз данных)., Приветствует опыт работы в Системе ТПП России по направлению экспертиза страны происхождения товаров., ПК - уверенный пользователь.|18.10.2023 09:30:00|111|
35|https://joblab.ru/vac11173271.html|Программист С#|"ООО ""Твое решение"""|Москва|от 1 000 руб.|Подработка|Подработка, по ГПХ, в г. Москва, работа удаленно + сдача работы в офисе заказчика.|На текущий момент нам необходим программист С#, на определенный объем работ, есть задача на доработку мобильного приложения на платформе Xamarin. Необходимо разработать мобильное приложение, которое будет связаться с 1С|Высшее|От 3 лет||18.10.2023 09:30:00|44|
36|https://joblab.ru/vac11060987.html|Сотрудник в веб-студию|"Типография ""Пресс-код"""|Зеленоград|По договоренности|Полный рабочий день|Работа в комфортном офисе, рядом со станцией Крюково, График работы 5/2 с 9 до 18 часов, Оборудованное рабочее место, Заработная плата выплачивается дважды в месяц, обсуждается на собеседовании.|Наполнение и ведение кабинета в яндекс бизнесе, Работа с сайтами: создание, наполнение, продвижение (Битрикс, webasyst, wordpress, MODX).|Среднее|От 1 года|Понимание создания и работы с сайтами, желателен опыт работы на различных CMS, Отличным плюсом будут навыки программирования и веб-дизайна.|18.10.2023 09:29:00|58|
37|https://joblab.ru/vac11118045.html|Помощник веб-мастера, Seo-специалист|"Типография ""Пресс-код"""|Зеленоград|35 000 — 50 000 руб.|Полный рабочий день|Работа в комфортном офисе, в дружном коллективе., Находимся рядом со станцией Крюково, График работы 5/2 с 9 до 18 часов, Оборудованное рабочее место, Заработная плата выплачивается 2 раза в месяц, обсуждается на собеседовании., НЕ УДАЛЕННО! Работа в офисе., Резюме и портфолио смело присылайте на |Наполнение и ведение кабинета в Яндекс бизнесе, Sео продвижение сайтов, Работа с рекламными кампаниями, Работа с сайтами: создание, анализ конкурентов, наполнение., Проводить комплексные работы по продвижению сайтов, Подготовка ежемесячных отчетов по работе, Работаем на CMS Битрикс, webasyst, wordpress, MODX.|Среднее|От 1 года|Понимание работы с сайтами, желателен опыт работы на различных CMS, Отличным плюсом будут навыки программирования и веб-дизайна, сео оптимизация сайтов., !! Вакансия подойдет начинающим специалистам, нюансам обучаем, помогаем, но должно быть понимание как создавать сайты, работать над наполнением и продвижением, должен быть хотя бы минимальный опыт.|18.10.2023 09:29:00|22|
38|https://joblab.ru/vac3535739.html|Инженер-электрик (слаботочка)|"ООО ""Общественная организация противопожарных работ ""Оберег"""|Можайск|от 85 000 руб.|Полный рабочий день|Работа на объектах Можайского, Рузского районов.|Монтаж и пуско-наладка систем безопасности (пожарная и охранная сигнализация, видеонаблюдение, СКУД, пожаротушение).|Среднее специальное|От 1 года|Пунктуальность, ответственность, коммуникабельность. Наличие своего транспорта. Умение работать в коллективе. Опыт работы приветствуется.|18.10.2023 09:28:00|310|
39|https://joblab.ru/vac9248580.html|Программист 1С 8.3 ЗУП|"ООО ""Риквэст-Сервис"""|Москва|до 180 000 руб.|Полный рабочий день|Работа в стабильной компании с хорошей репутацией на рынке, Оформление согласно ТК РФ, оплачиваемый отпуск, больничный лист, Своевременная выплата заработной платы (2 раза в месяц на банковскую карту), Дружный и отзывчивый коллектив, График работы: 5/2 (с понедельника по пятницу) с 9.00 до 18.00, пятница с 9.00 до 16.45, Офис в пешей доступности (10 мин) от ст.метро или МЦК Шелепиха. Также легко добраться от м. Фили, Краснопресненская, ст жд Тестовская|Сопровождение и развитие конфигурации 1С: ЗУП ред. 3.1. Документооборот 8 КОРП ред. 2.1., Участие в разработке технических заданий на разработку проектов по конфигурациям 1С., Разработка методических материалов для пользователей, обучение и консультирование пользователей.|Высшее|От 1 года|Высшее (техническое) образование, Опыт работы от 1 года в крупных компаниях с филиальной сетью, Аналитический склад ума и системный подход, коммуникабельность, исполнительность, ответственность, умение работать в режиме многозадачности|18.10.2023 09:28:00|164|
40|https://joblab.ru/vac10113828.html|Программист 1С|SnabWay|Калуга|от 70 000 руб.|Полный рабочий день|"Рабочее место, оборудованное ПК, корпоративная связь всех видов, соблюдение социальных гарантий, предусмотренных ТК РФ, удобный график работы с 09:00 до 17:00, 5/2, дружный молодой коллектив, Почему нужно работать у нас?, у нас стабильно: мы платим достойные рыночные зарплаты и не забываем про премии, у нас интересно: наши корпоративные мероприятия не только крайне увлекательны, но и весьма не стандартны, у нас надежно: мы предоставляем корпоративную сотовую связь, а еще в нашем коллективе отсутствуют интриги и ""подковерные игры"", у нас тепло: по-настоящему дружный коллектив всегда готов принять нового сотрудника, а на Новый год мы дарим детям наших сотрудников подарки!, Компенсация 80% абонемента в тренажерный зал"|Обязанности или чем конкретно предстоит заниматься:, поддержка и развитие конфигурации 1С 8, , поддержка и установка платформ 1С 8 и 11, , консультирование пользователей структурных подразделений, , интеграция 1С 8 с внешними программами, , доработка и оптимизация текущих конфигураций, , создание отчетов, решение проблем, возникающих в ходе работы программы., Мы готовы взять Вас в нашу дружную команду, если Вы:, имеете опыт программирования от 2-х лет в программе 1С, не боитесь работать с большим объемом информации, владеете знаниями платформы 1С 8.3 и 8.2 и всех типов конфигурации, владеете технической грамотностью, имеете опыт интеграции 1С с внешними системами.|Высшее|От 2 лет||18.10.2023 09:28:00|59|
41|https://joblab.ru/vac10128073.html|Инженер-системотехник отдела программной инженерии|"АО ЦНТУ ""Динамика"""|Жуковский|от 75 000 руб.|Полный рабочий день|Мы предлагаем:, Работу в крупной‚ стабильной Компании., Оформление в соответствии с ТК РФ., Официальную‚ своевременную заработную плату (начисление 2 раза в месяц)., Оплачиваемый отпуск‚ больничный., ДМС (обслуживание в поликлинике ЦАГИ)., Бесплатное питание., Бесплатное обучение., Оклад 75 000 руб. + премии до 30% от оклада по результатам работы., График: пн-пт.‚ 9.00- 18.00.|Установка и настройка общего и специального ПО на внутренних вычислительных ресурсах и у заказчика., Поддержка бесперебойной работы автоматизированных рабочих мест (АРМ), периферии, систем документирования, сетевого оборудования, серверов (и их виртуальных машин (ВМ), систем хранения данных (СХД)решать проблемы с интернетом., Мелкий ремонт оборудования., Участие в разработке программной и эксплуатационной документации, регламентов, спецификаций оборудования., Сопровождение процедур различных испытаний, обучение пользователей., Организация администрирования структурированной кабельной сети.|Высшее|От 1 года|профильное профессиональное образование, опыт системного администрирования., базовые навыки программирования:, технические характеристики, назначение, режимы работы, конструктивные особенности, правила технической эксплуатации оборудования локальных вычислительных сетей, оргтехники, серверов и персональных компьютеров, технологии виртуализации, архивирования и резервирования данных, аппаратное и программное обеспечение локальных вычислительных сетей., выполнять работы, по требованиям регламентирующих документов., работа в команде., Работа в г. Москве (м. Перово, ул. Зеленый проспект 20 и г. Жуковском (ул. Чкалова 44)|18.10.2023 09:27:00|44|
42|https://joblab.ru/vac10447890.html|Специалист по информационной безопасности|"АО ЦНТУ ""Динамика"""|Жуковский|от 107 000 руб.|Полный рабочий день|Мы предлагаем:, Работу в крупной‚ стабильной Компании., Оформление в соответствии с ТК РФ., Официальную‚ своевременную заработную плату (начисление 2 раза в месяц)., Оплачиваемый отпуск‚ больничный., ДМС (обслуживание в поликлинике ЦАГИ)., Бесплатное питание., Бесплатное обучение., Оклад 107 000 р.+ премии до 30% от оклада по результатам, работы., График: пн-пт.‚ 9.00- 18.00.|Анализ внутреннего трафика в режиме реального времени, Обработка, анализ и внедрение на предприятии рекомендаций регуляторов по защите внутреннего контура ИИ, Разработка и внедрение решений по внутренней защите ИИ применимых на предприятии, Разработка точечных, технических задач для ОИТ с целью организации защиты ИИ, Анализ вирусной активности, вредоносных программ и своевременное противодействие оным, Анализ на применимость и целесообразность обновления программного обеспечения (далее - ПО), Разработка и внедрение методик по противодействию вредоносным программ и уязвимостям в ПО, Разработка и внедрение методов холодного и горячего резервирования данных и приложений, Разработка и внедрение методик работы с информацией ограниченного доступа, Администрирование технических средств обеспечения ИБ, Документооборот с регуляторами по вопросам уязвимостей ПО, Регистрация, перерегистрация, корректировка и классификация объектов КИИ, Обработка, анализ и внедрение на предприятии рекомендаций регуляторов по защите КИИ, Разработка и внедрение решений по защите КИИ применимых на предприятии, Разработка точечных, технических задач для ОИТ с целью организации защиты КИИ, Документооборот с регуляторами по вопросам КИИ, Прочие вопросы по направлению КИИ|Высшее|От 3 лет|Высшее техническое образование., Опыт работы в сфере обеспечения ИБ от 3 лет., Русский, английский - на уровне чтения документации|18.10.2023 09:27:00|41|
